timestamp_iso8601,predicted_temperature_c_plus_00h30m,predicted_temperature_c_plus_01h00m,predicted_temperature_c_plus_01h30m,predicted_temperature_c_plus_02h00m,predicted_temperature_c_plus_02h30m,predicted_temperature_c_plus_03h00m,predicted_temperature_c_plus_03h30m,predicted_temperature_c_plus_04h00m,predicted_temperature_c_plus_04h30m,predicted_temperature_c_plus_05h00m,predicted_temperature_c_plus_05h30m,predicted_temperature_c_plus_06h00m,predicted_temperature_c_plus_06h30m,predicted_temperature_c_plus_07h00m,predicted_temperature_c_plus_07h30m,predicted_temperature_c_plus_08h00m,predicted_temperature_c_plus_08h30m,predicted_temperature_c_plus_09h00m,predicted_temperature_c_plus_09h30m,predicted_temperature_c_plus_10h00m,predicted_temperature_c_plus_10h30m,predicted_temperature_c_plus_11h00m,predicted_temperature_c_plus_11h30m,predicted_temperature_c_plus_12h00m
2025-11-27T00:03:59Z,26.301908,26.152466,26.003023,25.853580,25.853580,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.853580,25.853580,26.003023,26.003023,26.152466,26.301908,26.451351,26.750237,27.049122,27.198565,27.646893,27.945778
2025-11-27T00:08:57Z,26.301908,26.152466,26.003023,25.853580,25.853580,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.853580,25.853580,26.003023,26.003023,26.152466,26.301908,26.451351,26.750237,27.049122,27.198565,27.646893,27.945778
2025-11-27T00:13:55Z,26.301908,26.152466,26.003023,25.853580,25.853580,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.853580,25.853580,26.003023,26.003023,26.152466,26.301908,26.451351,26.750237,27.049122,27.198565,27.646893,27.945778
2025-11-27T00:18:52Z,26.301908,26.152466,26.003023,25.853580,25.853580,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.853580,25.853580,26.003023,26.003023,26.152466,26.301908,26.451351,26.750237,27.049122,27.198565,27.646893,27.945778
2025-11-27T00:23:50Z,26.003023,25.853580,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.853580,25.853580,26.003023,26.003023,26.152466,26.152466,26.152466,26.152466,26.152466,26.152466,26.301908,26.301908,26.451351,26.600794,26.899679,27.049122
2025-11-27T00:28:48Z,26.003023,25.853580,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.853580,25.853580,26.003023,26.003023,26.152466,26.152466,26.152466,26.152466,26.152466,26.152466,26.301908,26.301908,26.451351,26.600794,26.899679,27.049122
2025-11-27T00:33:46Z,26.003023,25.853580,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.853580,25.853580,26.003023,26.003023,26.152466,26.152466,26.152466,26.152466,26.152466,26.152466,26.301908,26.301908,26.451351,26.600794,26.899679,27.049122
2025-11-27T00:38:44Z,26.003023,25.853580,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.853580,25.853580,26.003023,26.003023,26.152466,26.152466,26.152466,26.152466,26.152466,26.152466,26.301908,26.301908,26.451351,26.600794,26.899679,27.049122
2025-11-27T00:43:42Z,26.003023,25.853580,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.853580,25.853580,26.003023,26.003023,26.152466,26.152466,26.152466,26.152466,26.152466,26.152466,26.301908,26.301908,26.451351,26.600794,26.899679,27.049122
2025-11-27T00:48:40Z,26.003023,25.853580,25.704138,25.704138,25.704138,25.704138,25.704138,25.704138,25.853580,25.853580,26.003023,26.003023,26.152466,26.152466,26.152466,26.152466,26.152466,26.152466,26.301908,26.301908,26.451351,26.600794,26.899679,27.049122
2025-11-27T00:53:38Z,25.704138,25.554695,25.405252,25.255810,25.255810,25.106367,25.106367,25.106367,25.106367,25.255810,25.255810,25.405252,25.554695,25.554695,25.704138,25.853580,26.003023,26.152466,26.451351,26.600794,26.899679,27.198565,27.497450,27.796335
2025-11-27T00:58:36Z,25.704138,25.554695,25.405252,25.255810,25.255810,25.106367,25.106367,25.106367,25.106367,25.255810,25.255810,25.405252,25.554695,25.554695,25.704138,25.853580,26.003023,26.152466,26.451351,26.600794,26.899679,27.198565,27.497450,27.796335
2025-11-27T01:03:33Z,25.704138,25.554695,25.405252,25.255810,25.255810,25.106367,25.106367,25.106367,25.106367,25.255810,25.255810,25.405252,25.554695,25.554695,25.704138,25.853580,26.003023,26.152466,26.451351,26.600794,26.899679,27.198565,27.497450,27.796335
2025-11-27T01:08:31Z,25.704138,25.554695,25.405252,25.255810,25.255810,25.106367,25.106367,25.106367,25.106367,25.255810,25.255810,25.405252,25.554695,25.554695,25.704138,25.853580,26.003023,26.152466,26.451351,26.600794,26.899679,27.198565,27.497450,27.796335
2025-11-27T01:13:29Z,25.704138,25.554695,25.405252,25.255810,25.255810,25.106367,25.106367,25.106367,25.106367,25.255810,25.255810,25.405252,25.554695,25.554695,25.704138,25.853580,26.003023,26.152466,26.451351,26.600794,26.899679,27.198565,27.497450,27.796335
2025-11-27T01:18:27Z,25.704138,25.554695,25.405252,25.255810,25.255810,25.106367,25.106367,25.106367,25.106367,25.255810,25.255810,25.405252,25.554695,25.554695,25.704138,25.853580,26.003023,26.152466,26.451351,26.600794,26.899679,27.198565,27.497450,27.796335
