timestamp_iso8601,sensor,quantity,value,unit
2025-10-15T00:00:36Z,lm393,is_raining,0.000000,N/A
2025-10-15T00:00:36Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:00:36Z,bme280,temperature_c,26.617147,degC
2025-10-15T00:00:36Z,bme280,pressure_pa,100849.578125,Pa
2025-10-15T00:00:36Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:00:36Z,lm393,is_raining,0.000000,N/A
2025-10-15T00:00:36Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:00:36Z,bme280,temperature_c,26.612104,degC
2025-10-15T00:00:36Z,bme280,pressure_pa,100848.742188,Pa
2025-10-15T00:00:36Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:00:36Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:00:36Z,bme280,temperature_c,26.617147,degC
2025-10-15T00:00:36Z,bme280,pressure_pa,100841.453125,Pa
2025-10-15T00:00:36Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:00:37Z,lm393,is_raining,0.000000,N/A
2025-10-15T00:00:37Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:00:39Z,bme280,temperature_c,26.612104,degC
2025-10-15T00:00:39Z,bme280,pressure_pa,100846.031250,Pa
2025-10-15T00:00:39Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:00:47Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:00:49Z,bme280,temperature_c,26.617147,degC
2025-10-15T00:00:49Z,bme280,pressure_pa,100849.578125,Pa
2025-10-15T00:00:49Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:00:57Z,lm393,is_raining,0.000000,N/A
2025-10-15T00:00:57Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:00:59Z,bme280,temperature_c,26.612104,degC
2025-10-15T00:00:59Z,bme280,pressure_pa,100843.320312,Pa
2025-10-15T00:00:59Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:01:07Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:01:09Z,bme280,temperature_c,26.612104,degC
2025-10-15T00:01:09Z,bme280,pressure_pa,100846.031250,Pa
2025-10-15T00:01:09Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:01:17Z,lm393,is_raining,0.000000,N/A
2025-10-15T00:01:17Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:01:20Z,bme280,temperature_c,26.612104,degC
2025-10-15T00:01:20Z,bme280,pressure_pa,100851.445312,Pa
2025-10-15T00:01:20Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:01:27Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:01:30Z,bme280,temperature_c,26.612104,degC
2025-10-15T00:01:30Z,bme280,pressure_pa,100848.742188,Pa
2025-10-15T00:01:30Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:01:36Z,lm393,is_raining,0.000000,N/A
2025-10-15T00:01:37Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:01:40Z,bme280,temperature_c,26.612104,degC
2025-10-15T00:01:40Z,bme280,pressure_pa,100848.742188,Pa
2025-10-15T00:01:40Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:01:47Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:01:50Z,bme280,temperature_c,26.607061,degC
2025-10-15T00:01:50Z,bme280,pressure_pa,100845.218750,Pa
2025-10-15T00:01:50Z,bme280,humidity_pct,100.000000,pct
2025-10-15T00:01:56Z,lm393,is_raining,0.000000,N/A
2025-10-15T00:01:57Z,veml7700,lux_lx,0.000000,lx
2025-10-15T00:02:00Z,bme280,temperature_c,26.607061,degC
2025-10-15T00:02:00Z,bme280,pressure_pa,100842.515625,Pa
2025-10-15T00:02:00Z,bme280,humidity_pct,100.000000,pct
