timestamp_iso8601,sensor,quantity,value,unit
2025-10-10T00:00:36Z,veml7700,lux_lx,0.000000,lx
2025-10-10T00:00:36Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:00:36Z,bme280,temperature_c,28.533451,degC
2025-10-10T00:00:36Z,bme280,pressure_pa,100969.109375,Pa
2025-10-10T00:00:36Z,bme280,humidity_pct,71.760605,pct
2025-10-10T00:00:36Z,veml7700,lux_lx,0.000000,lx
2025-10-10T00:00:36Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:00:36Z,bme280,temperature_c,28.548580,degC
2025-10-10T00:00:36Z,bme280,pressure_pa,100966.164062,Pa
2025-10-10T00:00:36Z,bme280,humidity_pct,71.767471,pct
2025-10-10T00:00:36Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:00:36Z,bme280,temperature_c,28.533451,degC
2025-10-10T00:00:36Z,bme280,pressure_pa,100974.539062,Pa
2025-10-10T00:00:36Z,bme280,humidity_pct,71.731178,pct
2025-10-10T00:00:36Z,veml7700,lux_lx,0.000000,lx
2025-10-10T00:00:36Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:00:36Z,bme280,temperature_c,28.533451,degC
2025-10-10T00:00:36Z,bme280,pressure_pa,100977.257812,Pa
2025-10-10T00:00:36Z,bme280,humidity_pct,71.748833,pct
2025-10-10T00:00:44Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:00:45Z,bme280,temperature_c,28.533451,degC
2025-10-10T00:00:45Z,bme280,pressure_pa,100974.539062,Pa
2025-10-10T00:00:45Z,bme280,humidity_pct,71.731178,pct
2025-10-10T00:00:53Z,veml7700,lux_lx,0.000000,lx
2025-10-10T00:00:54Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:00:55Z,bme280,temperature_c,28.528408,degC
2025-10-10T00:00:55Z,bme280,pressure_pa,100979.132812,Pa
2025-10-10T00:00:55Z,bme280,humidity_pct,71.754387,pct
2025-10-10T00:01:03Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:01:05Z,bme280,temperature_c,28.538494,degC
2025-10-10T00:01:05Z,bme280,pressure_pa,100980.812500,Pa
2025-10-10T00:01:05Z,bme280,humidity_pct,71.796242,pct
2025-10-10T00:01:13Z,veml7700,lux_lx,0.000000,lx
2025-10-10T00:01:13Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:01:15Z,bme280,temperature_c,28.533451,degC
2025-10-10T00:01:15Z,bme280,pressure_pa,100982.687500,Pa
2025-10-10T00:01:15Z,bme280,humidity_pct,71.801796,pct
2025-10-10T00:01:23Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:01:25Z,bme280,temperature_c,28.518322,degC
2025-10-10T00:01:25Z,bme280,pressure_pa,100977.445312,Pa
2025-10-10T00:01:25Z,bme280,humidity_pct,71.812561,pct
2025-10-10T00:01:33Z,veml7700,lux_lx,0.000000,lx
2025-10-10T00:01:33Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:01:35Z,bme280,temperature_c,28.533451,degC
2025-10-10T00:01:35Z,bme280,pressure_pa,100977.257812,Pa
2025-10-10T00:01:35Z,bme280,humidity_pct,71.801796,pct
2025-10-10T00:01:43Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:01:45Z,bme280,temperature_c,28.523365,degC
2025-10-10T00:01:45Z,bme280,pressure_pa,100981.007812,Pa
2025-10-10T00:01:45Z,bme280,humidity_pct,71.801125,pct
2025-10-10T00:01:53Z,veml7700,lux_lx,0.000000,lx
2025-10-10T00:01:53Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:01:55Z,bme280,temperature_c,28.523365,degC
2025-10-10T00:01:55Z,bme280,pressure_pa,100972.859375,Pa
2025-10-10T00:01:55Z,bme280,humidity_pct,71.807014,pct
2025-10-10T00:02:03Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:02:05Z,bme280,temperature_c,28.523365,degC
2025-10-10T00:02:05Z,bme280,pressure_pa,100981.007812,Pa
2025-10-10T00:02:05Z,bme280,humidity_pct,71.830551,pct
2025-10-10T00:02:13Z,veml7700,lux_lx,0.000000,lx
2025-10-10T00:02:13Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:02:15Z,bme280,temperature_c,28.518322,degC
2025-10-10T00:02:15Z,bme280,pressure_pa,100985.601562,Pa
2025-10-10T00:02:15Z,bme280,humidity_pct,71.865524,pct
2025-10-10T00:02:23Z,lm393,is_raining,0.000000,N/A
2025-10-10T00:02:25Z,bme280,temperature_c,28.513279,degC
2025-10-10T00:02:25Z,bme280,pressure_pa,100984.757812,Pa
2025-10-10T00:02:25Z,bme280,humidity_pct,71.906380,pct
2025-10-10T00:02:33Z,veml7700,lux_lx,0.000000,lx
