timestamp_iso8601,predicted_temperature_c
2025-11-07T02:08:36Z,-0.166682
2025-11-07T02:13:34Z,-0.166682
2025-11-07T02:18:32Z,-0.166682
2025-11-07T02:23:29Z,-0.166682
2025-11-07T02:28:27Z,-0.166682
2025-11-07T02:33:25Z,-0.166682
2025-11-07T02:38:23Z,-0.166682
2025-11-07T02:43:21Z,-0.166682
2025-11-07T02:48:18Z,-0.166682
2025-11-07T02:53:16Z,-0.166682
2025-11-07T02:58:14Z,-0.166682
2025-11-07T03:03:11Z,-0.166682
2025-11-07T03:08:09Z,-0.166682
2025-11-07T03:13:07Z,-0.166682
2025-11-07T03:18:05Z,-0.166682
2025-11-07T03:23:02Z,-0.166682
2025-11-07T03:28:00Z,-0.166682
2025-11-07T03:32:58Z,-0.166682
2025-11-07T03:37:56Z,-0.166682
2025-11-07T03:42:53Z,-0.166682
2025-11-07T03:47:51Z,-0.166682
2025-11-07T03:52:49Z,-0.166682
2025-11-07T03:57:47Z,-0.166682
2025-11-07T04:02:45Z,-0.166682
2025-11-07T04:07:42Z,-0.166682
2025-11-07T04:12:40Z,-0.166682
2025-11-07T04:17:38Z,-0.166682
