timestamp_iso8601,predicted_temperature_c
2025-11-09T00:03:52Z,31.169502
2025-11-09T00:08:50Z,31.169502
2025-11-09T00:13:48Z,31.169502
2025-11-09T00:18:46Z,31.169502
2025-11-09T00:23:43Z,28.002546
2025-11-09T00:28:41Z,28.002546
2025-11-09T00:33:39Z,28.002546
2025-11-09T00:38:36Z,28.002546
2025-11-09T00:43:34Z,28.002546
2025-11-09T00:48:32Z,28.002546
2025-11-09T00:53:29Z,28.002546
2025-11-09T00:58:27Z,28.002546
2025-11-09T01:03:25Z,28.002546
2025-11-09T01:08:22Z,28.002546
2025-11-09T01:13:20Z,28.002546
2025-11-09T01:18:18Z,28.002546
2025-11-09T01:23:16Z,24.835592
2025-11-09T01:28:13Z,24.835592
2025-11-09T01:33:11Z,24.835592
2025-11-09T01:38:09Z,24.835592
2025-11-09T01:43:07Z,24.835592
2025-11-09T01:48:05Z,24.835592
2025-11-09T01:53:02Z,24.835592
2025-11-09T01:58:00Z,24.835592
2025-11-09T02:02:58Z,24.835592
2025-11-09T02:07:56Z,24.835592
2025-11-09T02:12:53Z,24.835592
2025-11-09T02:17:51Z,24.835592
2025-11-09T02:22:49Z,21.835320
2025-11-09T02:27:47Z,21.835320
2025-11-09T02:32:44Z,21.835320
2025-11-09T02:37:42Z,21.835320
2025-11-09T02:42:40Z,21.835320
2025-11-09T02:47:38Z,21.835320
2025-11-09T02:52:35Z,21.835320
2025-11-09T02:57:33Z,21.835320
2025-11-09T03:02:31Z,21.835320
2025-11-09T03:07:29Z,21.835320
2025-11-09T03:12:26Z,21.835320
2025-11-09T03:17:24Z,21.835320
2025-11-09T03:22:22Z,20.335182
2025-11-09T03:27:20Z,20.335182
2025-11-09T03:32:18Z,20.335182
2025-11-09T03:37:15Z,20.335182
2025-11-09T03:42:13Z,20.335182
2025-11-09T03:47:11Z,20.335182
2025-11-09T03:52:09Z,20.335182
2025-11-09T03:57:07Z,20.335182
2025-11-09T04:02:04Z,20.335182
2025-11-09T04:07:02Z,20.335182
2025-11-09T04:12:00Z,20.335182
2025-11-09T04:16:58Z,20.335182
2025-11-09T04:21:56Z,20.168501
2025-11-09T04:26:53Z,20.168501
2025-11-09T04:31:51Z,20.168501
2025-11-09T04:36:49Z,20.168501
2025-11-09T04:41:47Z,20.168501
2025-11-09T04:46:45Z,20.168501
2025-11-09T04:51:42Z,20.168501
2025-11-09T04:56:40Z,20.168501
2025-11-09T05:01:38Z,20.168501
2025-11-09T05:06:36Z,20.168501
2025-11-09T05:11:34Z,20.168501
2025-11-09T05:16:32Z,20.168501
