timestamp_iso8601,sensor,quantity,value,unit
2025-12-07T00:00:03Z,bme280,temperature_c,23.979776,degC
2025-12-07T00:00:03Z,bme280,pressure_pa,101122.125000,Pa
2025-12-07T00:00:03Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:00:04Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:00:13Z,bme280,temperature_c,23.964649,degC
2025-12-07T00:00:13Z,bme280,pressure_pa,101119.625000,Pa
2025-12-07T00:00:13Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:00:14Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:00:23Z,bme280,temperature_c,23.969692,degC
2025-12-07T00:00:23Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:00:24Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:00:33Z,bme280,temperature_c,23.954563,degC
2025-12-07T00:00:33Z,bme280,pressure_pa,101120.625000,Pa
2025-12-07T00:00:33Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:00:34Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:00:43Z,bme280,temperature_c,23.954563,degC
2025-12-07T00:00:43Z,bme280,pressure_pa,101117.929688,Pa
2025-12-07T00:00:43Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:00:53Z,bme280,temperature_c,23.949520,degC
2025-12-07T00:00:53Z,bme280,pressure_pa,101122.476562,Pa
2025-12-07T00:00:53Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:00:54Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:01:03Z,bme280,temperature_c,23.959606,degC
2025-12-07T00:01:03Z,bme280,pressure_pa,101118.773438,Pa
2025-12-07T00:01:03Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:01:04Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:01:13Z,bme280,temperature_c,23.959606,degC
2025-12-07T00:01:14Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:01:14Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:01:23Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:01:23Z,bme280,temperature_c,23.959606,degC
2025-12-07T00:01:23Z,bme280,pressure_pa,101116.078125,Pa
2025-12-07T00:01:23Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:01:33Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:01:34Z,bme280,temperature_c,23.969692,degC
2025-12-07T00:01:34Z,bme280,pressure_pa,101120.437500,Pa
2025-12-07T00:01:43Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:01:44Z,bme280,temperature_c,23.959606,degC
2025-12-07T00:01:44Z,bme280,pressure_pa,101116.078125,Pa
2025-12-07T00:01:44Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:01:53Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:01:54Z,bme280,temperature_c,23.964649,degC
2025-12-07T00:01:54Z,bme280,pressure_pa,101116.929688,Pa
2025-12-07T00:01:54Z,bme280,humidity_pct,100.000000,pct
2025-12-07T00:02:03Z,veml7700,lux_lx,0.000000,lx
2025-12-07T00:02:04Z,bme280,temperature_c,23.964649,degC
2025-12-07T00:02:04Z,bme280,pressure_pa,101116.929688,Pa
