timestamp_iso8601,predicted_temperature_c_plus_00h30m,predicted_temperature_c_plus_01h00m,predicted_temperature_c_plus_01h30m,predicted_temperature_c_plus_02h00m,predicted_temperature_c_plus_02h30m,predicted_temperature_c_plus_03h00m,predicted_temperature_c_plus_03h30m,predicted_temperature_c_plus_04h00m,predicted_temperature_c_plus_04h30m,predicted_temperature_c_plus_05h00m,predicted_temperature_c_plus_05h30m,predicted_temperature_c_plus_06h00m,predicted_temperature_c_plus_06h30m,predicted_temperature_c_plus_07h00m,predicted_temperature_c_plus_07h30m,predicted_temperature_c_plus_08h00m,predicted_temperature_c_plus_08h30m,predicted_temperature_c_plus_09h00m,predicted_temperature_c_plus_09h30m,predicted_temperature_c_plus_10h00m,predicted_temperature_c_plus_10h30m,predicted_temperature_c_plus_11h00m,predicted_temperature_c_plus_11h30m,predicted_temperature_c_plus_12h00m
2025-12-05T00:04:22Z,114.000000,98.000000,-109.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,14.000000,59.000000,-72.000000,62.000000,14.000000,59.000000,-72.000000,62.000000,14.000000,59.000000,56.000000,62.000000,114.000000,98.000000,-109.000000,-68.000000
2025-12-05T00:09:20Z,114.000000,98.000000,-109.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,14.000000,59.000000,-72.000000,62.000000,14.000000,59.000000,-72.000000,62.000000,14.000000,59.000000,56.000000,62.000000,114.000000,98.000000,-109.000000,-68.000000
2025-12-05T00:14:17Z,114.000000,98.000000,-109.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,14.000000,59.000000,-72.000000,62.000000,14.000000,59.000000,-72.000000,62.000000,14.000000,59.000000,56.000000,62.000000,114.000000,98.000000,-109.000000,-68.000000
2025-12-05T00:19:15Z,114.000000,98.000000,-109.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,14.000000,59.000000,-72.000000,62.000000,14.000000,59.000000,-72.000000,62.000000,14.000000,59.000000,56.000000,62.000000,114.000000,98.000000,-109.000000,-68.000000
2025-12-05T00:24:13Z,55.000000,-111.000000,-123.000000,63.000000,36.000000,-10.000000,-128.000000,63.000000,-63.000000,-34.000000,-121.000000,63.000000,-105.000000,120.000000,88.000000,63.000000,-83.000000,51.000000,33.000000,63.000000,-46.000000,73.000000,-26.000000,62.000000
2025-12-05T00:29:11Z,55.000000,-111.000000,-123.000000,63.000000,36.000000,-10.000000,-128.000000,63.000000,-63.000000,-34.000000,-121.000000,63.000000,-105.000000,120.000000,88.000000,63.000000,-83.000000,51.000000,33.000000,63.000000,-46.000000,73.000000,-26.000000,62.000000
2025-12-05T00:34:08Z,55.000000,-111.000000,-123.000000,63.000000,36.000000,-10.000000,-128.000000,63.000000,-63.000000,-34.000000,-121.000000,63.000000,-105.000000,120.000000,88.000000,63.000000,-83.000000,51.000000,33.000000,63.000000,-46.000000,73.000000,-26.000000,62.000000
2025-12-05T00:39:06Z,55.000000,-111.000000,-123.000000,63.000000,36.000000,-10.000000,-128.000000,63.000000,-63.000000,-34.000000,-121.000000,63.000000,-105.000000,120.000000,88.000000,63.000000,-83.000000,51.000000,33.000000,63.000000,-46.000000,73.000000,-26.000000,62.000000
2025-12-05T00:44:04Z,55.000000,-111.000000,-123.000000,63.000000,36.000000,-10.000000,-128.000000,63.000000,-63.000000,-34.000000,-121.000000,63.000000,-105.000000,120.000000,88.000000,63.000000,-83.000000,51.000000,33.000000,63.000000,-46.000000,73.000000,-26.000000,62.000000
2025-12-05T00:49:02Z,55.000000,-111.000000,-123.000000,63.000000,36.000000,-10.000000,-128.000000,63.000000,-63.000000,-34.000000,-121.000000,63.000000,-105.000000,120.000000,88.000000,63.000000,-83.000000,51.000000,33.000000,63.000000,-46.000000,73.000000,-26.000000,62.000000
2025-12-05T00:53:59Z,32.000000,-74.000000,-8.000000,62.000000,54.000000,113.000000,-63.000000,62.000000,36.000000,-10.000000,0.000000,62.000000,114.000000,98.000000,19.000000,-67.000000,93.000000,-89.000000,-54.000000,-66.000000,-5.000000,-97.000000,51.000000,-65.000000
2025-12-05T00:58:57Z,32.000000,-74.000000,-8.000000,62.000000,54.000000,113.000000,-63.000000,62.000000,36.000000,-10.000000,0.000000,62.000000,114.000000,98.000000,19.000000,-67.000000,93.000000,-89.000000,-54.000000,-66.000000,-5.000000,-97.000000,51.000000,-65.000000
2025-12-05T01:03:55Z,32.000000,-74.000000,-8.000000,62.000000,54.000000,113.000000,-63.000000,62.000000,36.000000,-10.000000,0.000000,62.000000,114.000000,98.000000,19.000000,-67.000000,93.000000,-89.000000,-54.000000,-66.000000,-5.000000,-97.000000,51.000000,-65.000000
2025-12-05T01:08:53Z,32.000000,-74.000000,-8.000000,62.000000,54.000000,113.000000,-63.000000,62.000000,36.000000,-10.000000,0.000000,62.000000,114.000000,98.000000,19.000000,-67.000000,93.000000,-89.000000,-54.000000,-66.000000,-5.000000,-97.000000,51.000000,-65.000000
2025-12-05T01:13:51Z,32.000000,-74.000000,-8.000000,62.000000,54.000000,113.000000,-63.000000,62.000000,36.000000,-10.000000,0.000000,62.000000,114.000000,98.000000,19.000000,-67.000000,93.000000,-89.000000,-54.000000,-66.000000,-5.000000,-97.000000,51.000000,-65.000000
2025-12-05T01:18:48Z,32.000000,-74.000000,-8.000000,62.000000,54.000000,113.000000,-63.000000,62.000000,36.000000,-10.000000,0.000000,62.000000,114.000000,98.000000,19.000000,-67.000000,93.000000,-89.000000,-54.000000,-66.000000,-5.000000,-97.000000,51.000000,-65.000000
2025-12-05T01:23:46Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
2025-12-05T01:28:44Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
2025-12-05T01:33:42Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
2025-12-05T01:38:39Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
2025-12-05T01:43:37Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
2025-12-05T01:48:35Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
2025-12-05T01:53:32Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
2025-12-05T01:58:30Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
2025-12-05T02:03:27Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
2025-12-05T02:08:25Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
2025-12-05T02:13:23Z,114.000000,98.000000,-109.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,-64.000000,-50.000000,-91.000000,62.000000,-103.000000,-104.000000,-100.000000,62.000000,114.000000,98.000000,19.000000,62.000000,-85.000000,19.000000,93.000000,-67.000000
