timestamp_iso8601,predicted_temperature_c
2025-11-08T15:28:05Z,22.668728
2025-11-08T15:33:03Z,22.668728
2025-11-08T15:38:00Z,22.668728
2025-11-08T15:42:58Z,22.668728
2025-11-08T15:47:55Z,22.668728
2025-11-08T15:52:52Z,22.668728
2025-11-08T15:57:50Z,22.668728
2025-11-08T16:02:47Z,22.668728
2025-11-08T16:07:44Z,22.668728
2025-11-08T16:12:42Z,22.668728
2025-11-08T16:17:39Z,22.668728
2025-11-08T16:22:37Z,22.668728
2025-11-08T16:27:34Z,21.001909
2025-11-08T16:32:32Z,21.001909
2025-11-08T16:37:29Z,21.001909
2025-11-08T16:42:27Z,21.001909
2025-11-08T16:47:24Z,21.001909
2025-11-08T16:52:22Z,21.001909
2025-11-08T16:57:19Z,21.001909
2025-11-08T17:02:16Z,21.001909
2025-11-08T17:07:14Z,21.001909
2025-11-08T17:12:11Z,21.001909
2025-11-08T17:17:09Z,21.001909
2025-11-08T17:22:06Z,21.001909
2025-11-08T17:27:04Z,21.501955
2025-11-08T17:32:01Z,21.501955
2025-11-08T17:36:59Z,21.501955
2025-11-08T17:41:56Z,21.501955
2025-11-08T17:46:53Z,21.501955
2025-11-08T17:51:51Z,21.501955
2025-11-08T17:56:48Z,21.501955
2025-11-08T18:01:45Z,21.501955
2025-11-08T18:06:43Z,21.501955
2025-11-08T18:11:40Z,21.501955
2025-11-08T18:16:37Z,21.501955
2025-11-08T18:21:35Z,21.501955
2025-11-08T18:26:32Z,22.835411
2025-11-08T18:31:30Z,22.835411
2025-11-08T18:36:27Z,22.835411
2025-11-08T18:41:25Z,22.835411
2025-11-08T18:46:22Z,22.835411
2025-11-08T18:51:20Z,22.835411
2025-11-08T18:56:17Z,22.835411
2025-11-08T19:01:15Z,22.835411
2025-11-08T19:06:12Z,22.835411
2025-11-08T19:11:10Z,22.835411
2025-11-08T19:16:07Z,22.835411
2025-11-08T19:21:04Z,22.835411
2025-11-08T19:26:02Z,25.335638
2025-11-08T19:30:59Z,25.335638
2025-11-08T19:35:56Z,25.335638
2025-11-08T19:40:54Z,25.335638
2025-11-08T19:45:51Z,25.335638
2025-11-08T19:50:48Z,25.335638
2025-11-08T19:55:46Z,25.335638
2025-11-08T20:00:43Z,25.335638
2025-11-08T20:05:41Z,25.335638
2025-11-08T20:10:38Z,25.335638
2025-11-08T20:15:35Z,25.335638
2025-11-08T20:20:33Z,25.335638
2025-11-08T20:25:30Z,26.669092
2025-11-08T20:30:28Z,26.669092
2025-11-08T20:35:25Z,26.669092
2025-11-08T20:40:22Z,26.669092
2025-11-08T20:45:20Z,26.669092
2025-11-08T20:50:17Z,26.669092
2025-11-08T20:55:15Z,26.669092
2025-11-08T21:00:12Z,26.669092
2025-11-08T21:05:09Z,26.669092
2025-11-08T21:10:07Z,26.669092
2025-11-08T21:15:04Z,26.669092
2025-11-08T21:20:02Z,26.669092
2025-11-08T21:24:59Z,31.169502
2025-11-08T21:29:56Z,31.169502
2025-11-08T21:34:54Z,31.169502
2025-11-08T21:39:51Z,31.169502
2025-11-08T21:44:48Z,31.169502
2025-11-08T21:49:46Z,31.169502
2025-11-08T21:54:43Z,31.169502
2025-11-08T21:59:40Z,31.169502
2025-11-08T22:04:38Z,31.169502
2025-11-08T22:09:35Z,31.169502
2025-11-08T22:14:33Z,31.169502
2025-11-08T22:19:30Z,31.169502
2025-11-08T22:24:27Z,33.003002
2025-11-08T22:29:25Z,33.003002
2025-11-08T22:34:22Z,33.003002
2025-11-08T22:39:20Z,33.003002
2025-11-08T22:44:17Z,33.003002
2025-11-08T22:49:15Z,33.003002
2025-11-08T22:54:12Z,33.003002
2025-11-08T22:59:10Z,33.003002
2025-11-08T23:04:07Z,33.003002
2025-11-08T23:09:05Z,33.003002
2025-11-08T23:14:03Z,33.003002
2025-11-08T23:19:00Z,33.003002
2025-11-08T23:23:58Z,31.169502
2025-11-08T23:28:56Z,31.169502
2025-11-08T23:33:53Z,31.169502
2025-11-08T23:38:51Z,31.169502
2025-11-08T23:43:48Z,31.169502
2025-11-08T23:48:46Z,31.169502
2025-11-08T23:53:44Z,31.169502
2025-11-08T23:58:41Z,31.169502
