timestamp_iso8601,sensor,quantity,value,unit
2025-09-29T00:00:34Z,veml7700,lux_lx,0.000000,lx
2025-09-29T00:00:34Z,bme280,temperature_c,27.898041,degC
2025-09-29T00:00:34Z,bme280,pressure_pa,101140.671875,Pa
2025-09-29T00:00:34Z,bme280,humidity_pct,78.645874,pct
2025-09-29T00:00:34Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:00:34Z,veml7700,lux_lx,0.000000,lx
2025-09-29T00:00:34Z,bme280,temperature_c,27.892998,degC
2025-09-29T00:00:34Z,bme280,pressure_pa,101134.429688,Pa
2025-09-29T00:00:34Z,bme280,humidity_pct,78.651344,pct
2025-09-29T00:00:34Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:00:35Z,bme280,temperature_c,27.887955,degC
2025-09-29T00:00:35Z,bme280,pressure_pa,101144.445312,Pa
2025-09-29T00:00:35Z,bme280,humidity_pct,78.650932,pct
2025-09-29T00:00:35Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:00:35Z,veml7700,lux_lx,0.000000,lx
2025-09-29T00:00:35Z,bme280,temperature_c,27.882912,degC
2025-09-29T00:00:35Z,bme280,pressure_pa,101143.601562,Pa
2025-09-29T00:00:35Z,bme280,humidity_pct,78.656380,pct
2025-09-29T00:00:36Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:00:45Z,bme280,temperature_c,27.892998,degC
2025-09-29T00:00:45Z,bme280,pressure_pa,101145.289062,Pa
2025-09-29T00:00:45Z,bme280,humidity_pct,78.645477,pct
2025-09-29T00:00:46Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:00:54Z,veml7700,lux_lx,0.000000,lx
2025-09-29T00:00:56Z,bme280,temperature_c,27.882912,degC
2025-09-29T00:00:56Z,bme280,pressure_pa,101146.312500,Pa
2025-09-29T00:00:56Z,bme280,humidity_pct,78.662247,pct
2025-09-29T00:00:56Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:01:06Z,bme280,temperature_c,27.882912,degC
2025-09-29T00:01:06Z,bme280,pressure_pa,101146.312500,Pa
2025-09-29T00:01:06Z,bme280,humidity_pct,78.673973,pct
2025-09-29T00:01:06Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:01:14Z,veml7700,lux_lx,0.000000,lx
2025-09-29T00:01:16Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:01:16Z,bme280,temperature_c,27.867783,degC
2025-09-29T00:01:16Z,bme280,pressure_pa,101143.820312,Pa
2025-09-29T00:01:16Z,bme280,humidity_pct,78.678612,pct
2025-09-29T00:01:26Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:01:26Z,bme280,temperature_c,27.887955,degC
2025-09-29T00:01:26Z,bme280,pressure_pa,101144.445312,Pa
2025-09-29T00:01:26Z,bme280,humidity_pct,78.691978,pct
2025-09-29T00:01:34Z,veml7700,lux_lx,0.000000,lx
2025-09-29T00:01:35Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:01:36Z,bme280,temperature_c,27.867783,degC
2025-09-29T00:01:36Z,bme280,pressure_pa,101138.390625,Pa
2025-09-29T00:01:36Z,bme280,humidity_pct,78.684479,pct
2025-09-29T00:01:45Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:01:46Z,bme280,temperature_c,27.862740,degC
2025-09-29T00:01:46Z,bme280,pressure_pa,101140.257812,Pa
2025-09-29T00:01:46Z,bme280,humidity_pct,78.689934,pct
2025-09-29T00:01:53Z,veml7700,lux_lx,0.000000,lx
2025-09-29T00:01:55Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:01:56Z,bme280,temperature_c,27.857697,degC
2025-09-29T00:01:56Z,bme280,pressure_pa,101136.703125,Pa
2025-09-29T00:01:56Z,bme280,humidity_pct,78.683655,pct
2025-09-29T00:02:05Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:02:06Z,bme280,temperature_c,27.862740,degC
2025-09-29T00:02:06Z,bme280,pressure_pa,101142.976562,Pa
2025-09-29T00:02:06Z,bme280,humidity_pct,78.707520,pct
2025-09-29T00:02:13Z,veml7700,lux_lx,0.000000,lx
2025-09-29T00:02:15Z,lm393,is_raining,0.000000,N/A
2025-09-29T00:02:16Z,bme280,temperature_c,27.857697,degC
2025-09-29T00:02:16Z,bme280,pressure_pa,101147.554688,Pa
