timestamp_iso8601,predicted_temperature_c_plus_00h30m,predicted_temperature_c_plus_01h00m,predicted_temperature_c_plus_01h30m,predicted_temperature_c_plus_02h00m,predicted_temperature_c_plus_02h30m,predicted_temperature_c_plus_03h00m,predicted_temperature_c_plus_03h30m,predicted_temperature_c_plus_04h00m,predicted_temperature_c_plus_04h30m,predicted_temperature_c_plus_05h00m,predicted_temperature_c_plus_05h30m,predicted_temperature_c_plus_06h00m,predicted_temperature_c_plus_06h30m,predicted_temperature_c_plus_07h00m,predicted_temperature_c_plus_07h30m,predicted_temperature_c_plus_08h00m,predicted_temperature_c_plus_08h30m,predicted_temperature_c_plus_09h00m,predicted_temperature_c_plus_09h30m,predicted_temperature_c_plus_10h00m,predicted_temperature_c_plus_10h30m,predicted_temperature_c_plus_11h00m,predicted_temperature_c_plus_11h30m,predicted_temperature_c_plus_12h00m
2025-11-22T17:45:37Z,24.607533,24.463629,24.319725,24.175821,24.031918,24.031918,23.888014,23.888014,23.744110,23.744110,23.600206,23.600206,23.600206,23.456303,23.456303,23.456303,23.312399,23.168495,23.312399,23.312399,23.312399,23.456303,23.600206,23.888014
2025-11-22T17:52:12Z,24.607533,24.463629,24.319725,24.175821,24.031918,24.031918,23.888014,23.888014,23.744110,23.744110,23.600206,23.600206,23.600206,23.456303,23.456303,23.456303,23.312399,23.168495,23.312399,23.312399,23.312399,23.456303,23.600206,23.888014
2025-11-22T17:57:09Z,24.607533,24.463629,24.319725,24.175821,24.031918,24.031918,23.888014,23.888014,23.744110,23.744110,23.600206,23.600206,23.600206,23.456303,23.456303,23.456303,23.312399,23.168495,23.312399,23.312399,23.312399,23.456303,23.600206,23.888014
2025-11-22T18:02:07Z,24.607533,24.463629,24.319725,24.175821,24.031918,24.031918,23.888014,23.888014,23.744110,23.744110,23.600206,23.600206,23.600206,23.456303,23.456303,23.456303,23.312399,23.168495,23.312399,23.312399,23.312399,23.456303,23.600206,23.888014
2025-11-22T18:07:04Z,24.607533,24.463629,24.319725,24.175821,24.031918,24.031918,23.888014,23.888014,23.744110,23.744110,23.600206,23.600206,23.600206,23.456303,23.456303,23.456303,23.312399,23.168495,23.312399,23.312399,23.312399,23.456303,23.600206,23.888014
2025-11-22T18:12:02Z,24.607533,24.463629,24.319725,24.175821,24.031918,24.031918,23.888014,23.888014,23.744110,23.744110,23.600206,23.600206,23.600206,23.456303,23.456303,23.456303,23.312399,23.168495,23.312399,23.312399,23.312399,23.456303,23.600206,23.888014
2025-11-22T18:17:00Z,24.607533,24.463629,24.319725,24.175821,24.031918,24.031918,23.888014,23.888014,23.744110,23.744110,23.600206,23.600206,23.600206,23.456303,23.456303,23.456303,23.312399,23.168495,23.312399,23.312399,23.312399,23.456303,23.600206,23.888014
2025-11-22T18:21:57Z,24.607533,24.463629,24.319725,24.175821,24.031918,24.031918,23.888014,23.888014,23.744110,23.744110,23.600206,23.600206,23.600206,23.456303,23.456303,23.456303,23.312399,23.168495,23.312399,23.312399,23.312399,23.456303,23.600206,23.888014
2025-11-22T18:26:55Z,25.758762,25.614859,25.470955,25.327051,25.327051,25.183147,25.039244,24.895340,24.751436,24.607533,24.463629,24.463629,24.319725,24.175821,24.031918,23.888014,23.744110,23.600206,23.600206,23.600206,23.600206,23.600206,23.744110,23.888014
2025-11-22T18:31:52Z,25.758762,25.614859,25.470955,25.327051,25.327051,25.183147,25.039244,24.895340,24.751436,24.607533,24.463629,24.463629,24.319725,24.175821,24.031918,23.888014,23.744110,23.600206,23.600206,23.600206,23.600206,23.600206,23.744110,23.888014
