timestamp_iso8601,inference_time_ms,predicted_temperature_c_plus_00h30m,predicted_temperature_c_plus_01h00m,predicted_temperature_c_plus_01h30m,predicted_temperature_c_plus_02h00m,predicted_temperature_c_plus_02h30m,predicted_temperature_c_plus_03h00m,predicted_temperature_c_plus_03h30m,predicted_temperature_c_plus_04h00m,predicted_temperature_c_plus_04h30m,predicted_temperature_c_plus_05h00m,predicted_temperature_c_plus_05h30m,predicted_temperature_c_plus_06h00m,predicted_temperature_c_plus_06h30m,predicted_temperature_c_plus_07h00m,predicted_temperature_c_plus_07h30m,predicted_temperature_c_plus_08h00m,predicted_temperature_c_plus_08h30m,predicted_temperature_c_plus_09h00m,predicted_temperature_c_plus_09h30m,predicted_temperature_c_plus_10h00m,predicted_temperature_c_plus_10h30m,predicted_temperature_c_plus_11h00m,predicted_temperature_c_plus_11h30m,predicted_temperature_c_plus_12h00m
2026-03-28T00:14:32Z,2,28.106701,27.828417,27.689274,28.245842,28.245842,28.802410,28.802410,28.663269,28.663269,28.663269,28.524126,28.384985,28.245842,27.828417,27.132706,26.854422,26.715279,26.576138,27.132706,26.715279,26.576138,26.576138,26.158710,26.019569
2026-03-28T00:44:32Z,2,27.967558,27.132706,27.689274,27.689274,28.524126,28.245842,28.384985,28.524126,28.245842,28.245842,27.828417,27.828417,27.410990,26.993565,26.436995,26.715279,26.297853,26.715279,26.436995,26.436995,26.297853,26.158710,25.880426,25.741285
2026-03-28T01:14:32Z,2,27.410990,27.132706,27.132706,27.967558,27.967558,27.967558,28.106701,28.245842,27.967558,27.828417,27.550133,27.271849,26.854422,26.297853,26.297853,26.297853,26.576138,26.297853,26.297853,26.297853,26.019569,26.019569,25.741285,25.741285
2026-03-28T01:44:32Z,2,27.271849,26.715279,27.689274,27.689274,27.828417,27.967558,28.106701,27.828417,27.550133,27.410990,26.854422,26.576138,26.158710,26.158710,26.019569,26.576138,26.158710,26.019569,26.158710,26.019569,25.880426,25.741285,25.741285,25.323858
2026-03-28T02:14:32Z,2,26.854422,27.132706,27.271849,27.410990,27.828417,27.689274,27.828417,27.550133,27.271849,26.715279,26.297853,26.158710,26.158710,25.880426,26.297853,26.158710,26.019569,26.019569,26.019569,25.880426,25.880426,25.880426,25.463001,25.323858
2026-03-28T02:44:32Z,2,27.271849,26.854422,26.993565,27.410990,27.550133,27.410990,27.410990,27.132706,26.576138,26.158710,25.741285,26.019569,25.880426,26.297853,25.741285,26.019569,25.880426,25.741285,25.880426,25.741285,25.880426,25.602142,25.323858,25.184717
2026-03-28T03:14:32Z,2,27.132706,26.854422,27.132706,27.410990,27.550133,27.271849,27.132706,26.576138,26.019569,25.741285,25.741285,25.741285,26.297853,25.741285,25.741285,25.880426,25.602142,25.602142,25.602142,25.741285,25.463001,25.463001,25.184717,24.906433
2026-03-28T03:44:32Z,2,26.854422,26.715279,26.993565,26.993565,26.854422,26.715279,26.297853,25.741285,25.184717,25.463001,25.323858,25.880426,25.602142,25.463001,25.602142,25.602142,25.463001,25.463001,25.741285,25.463001,25.463001,25.323858,24.906433,24.906433
2026-03-28T04:14:32Z,2,26.576138,26.297853,26.297853,26.297853,26.297853,25.602142,25.323858,24.906433,24.767290,24.767290,25.323858,25.184717,25.184717,25.045574,25.045574,25.323858,25.184717,25.463001,25.323858,25.323858,25.323858,25.045574,24.906433,24.906433
2026-03-28T04:44:32Z,2,26.715279,26.158710,26.019569,26.019569,25.741285,25.045574,24.767290,24.767290,24.628149,25.323858,24.906433,25.184717,25.323858,25.045574,25.045574,25.323858,25.323858,25.184717,25.323858,25.323858,25.045574,25.184717,25.045574,24.906433
